English,Luganda
"Currently, three  universities are offering pharmacy education at bachelors and post-graduate levels.","Mu kiseera kino, amatendekero asatu gawa ebyenjigiriza by’eddagala ku bachelors ne post-graduate levels."
"There are several institutions training pharmacy technicians (dispensers) and pharmacy assistants at diploma and certificate A review of the human resource structure for public health facilities, that included the introduction of new pharmacist positions at referral, district, general","Waliwo ebitongole ebiwerako ebitendeka abakugu mu by’eddagala (abagaba eddagala) n’abayambi b’eddagala mu dipulooma ne satifikeeti okwekenneenya ensengeka y’abakozi ku bifo by’ebyobulamu eby’olukale, nga muno mwe mwali okuleeta ebifo ebipya eby’abajjanjabi b’eddagala mu referral, district, general"
Annual Pharmaceutical Services Performance Report Senior Consultant (Oncology Consultant (Oncology Pharmacist) Consultant (Radio pharmacy) MO Special Grade (Oncology Pharmaceutical Sector Workforce Various indicators are used to track progress in building the pharmaceutical sector workforce.,Obuweereza bw’eddagala buli mwaka Lipoota y’omulimu gw’okukola emirimu egy’amaanyi (Oncology Consultant (Oncology Pharmacist) Consultant (Radio Pharmacy) MO Special Grade (Oncology Pharmaceutical Sector Workforce Ebipimo eby’enjawulo bye bikozesebwa okulondoola enkulaakulana mu kuzimba abakozi mu kitongole ky’eddagala.
"Training of Human Resources for the Pharmaceutical Services To temporarily address the severe shortage of qualified pharmaceutical staff in both the public and PNFP health sectors, other healthcare cadres have been assigned specific roles to manage essential medicines and health supplies at various levels of care.","Okutendeka abakozi olw’obuweereza bw’eddagala okukola ku bbula ly’amaanyi ery’abakozi abalina ebisaanyizo mu bitongole by’ebyobulamu eby’olukale n’eby’omu PNFP, obujjanjabi obulala buweereddwa emirimu egy’enjawulo okuddukanya eddagala ery’omugaso n’ebikozesebwa mu by’obulamu ku mitendera egy’enjawulo egy’okulabirira."
This parameter is established by dividing the number of health products and technologies that have failed post-market quality test by the total number of health products and technologies sampled multiplied by 100.,Parameter eno eteekebwawo nga egabanya omuwendo gw’ebintu eby’obulamu ne tekinologiya ebiremeddwa okukeberebwa omutindo oluvannyuma lw’akatale n’omuwendo gwonna ogw’ebintu eby’obulamu ne tekinologiya akubiddwamu sampuli ezikubisibwamu 100.
"Annual Pharmaceutical Services Performance Report There has been a general decline in the failure rate since FY 20/21, dropping from 16% to 12% in FY 23/24.","Lipoota y’emirimu gy’eddagala buli mwaka Wabaddewo okukendeera okwawamu mu muwendo gw’okulemererwa okuva mu mwaka gw’ebyensimbi 20/21, nga gukka okuva ku bitundu 16% okutuuka ku bitundu 12% mu mwaka gw’ebyensimbi 23/24."
"Strategic Document Development and Review A total of five  strategic documents were developed, 15 were reviewed, and five  were operationalized in the FY 2023/24, as outlined in Guidelines for regulation 2.","Okukola ebiwandiiko eby’obukodyo n’okuddamu okwetegereza ebiwandiiko eby’obukodyo omugatte bitaano byakolebwa, 15 byekenneenyezebwa, ate bitaano ne bikolebwa mu mwaka gw’ebyensimbi 2023/24, nga bwe kirambikiddwa mu ndagiriro z’etteeka 2."
Prescribing quality is measured by four subindicators i.e.,Omutindo gw’okuwandiika eddagala gupimibwa n’ebiziyiza bina i.e.
FY 2023/24 performance is highlighted in Number of antibiotics prescribed per Prescription by generic name Adherence to standard treatment guidelines 3.5.2.,FY 2023/24 Omulimu gulagibwa mu muwendo gw’eddagala eritta obuwuka eryalagirwa buli kiragiro okusinziira ku kugoberera erinnya erya bulijjo ku ndagiriro z’obujjanjabi eza bulijjo 3.5.2.
"From  to , a total of  health-care professionals were mentored.","From to , total of health-care professionals baali babuulirirwa."
"In addition, two technical committees at the National level focused on antimicrobial stewardship (AMS) and antimicrobial use (AMU) were revitalized.","Okugatta ku ekyo, obukiiko bw’ebyekikugu bubiri ku mutendera gw’eggwanga bwassa essira ku buvunaanyizibwa bw’okulwanyisa obuwuka (AMS) n’okukozesa eddagala eritta obuwuka (AMU) bwaddamu okulongoosebwa."
H with support from partners conducted a national assessment of PPS in all public focus was on all patients prescribed antibiotics in the past 24 hours relative to all patients admitted in the facility ward between 8 am and 12 pm on the day of the survey.,h Nga tulina obuwagizi okuva mu bakolagana nabo baakola okwekenneenya kwa PPS mu ggwanga lyonna mu bantu bonna abassa essira ku balwadde bonna abaalagirwa eddagala eritta obuwuka mu ssaawa 24 eziyise okusinziira ku balwadde bonna abaweebwa ekitanda mu waadi y’ekifo wakati w’essaawa munaana ez’oku makya ne 12 ez’olweggulo ku lunaku lw’okunoonyereza.
"A total of  patients (male-, female-) were reviewed.","Omugatte gw’abalwadde (omusajja-, omukazi-) beekenneenyezebwa."
"The average number of antibiotics prescribed per patient encounter was 1.85, adherence to standard treatment guidelines was 55% and the percentage of antibiotics prescribed by generic name was 59.6%.","Omuwendo gw’eddagala eritta obuwuka eryalagirwa buli mulwadde gwali 1.85, okunywerera ku ndagiriro z’obujjanjabi eza bulijjo zaali 55% era ebitundu by’eddagala eritta obuwuka eryalagirwa erinnya erya bulijjo lyali 59.6%."
H with support from partners conducted a prescription and medicine use audit in all public A total of  patients  were reviewed.,h nga balina obuwagizi okuva mu bakolagana baakola eddagala eriwandiikiddwa n’okukozesa eddagala mu bantu bonna omuwendo gw’abalwadde bonna awamu gwakeberebwa.
"The average number of antibiotics prescribed per patient encounter was 1.5, adherence to standard treatment guidelines was 50.01% and the percentage of antibiotics prescribed by generic name was 61.29%.","Omuwendo gw’eddagala eritta obuwuka eryalagirwa buli mulwadde gwali 1.5, okunywerera ku ndagiriro z’obujjanjabi eza bulijjo zaali 50.01% ate ebitundu by’eddagala eritta obuwuka eryalagirwa erinnya erya bulijjo lyali 61.29%."
"Through the GLASSAMC, the classified according to the Anatomical Therapeutic Chemical (ATC) classification system and the volume of consumed antimicrobials are expressed as Defined Daily Dose (DDD).","Okuyita mu GLASSAMC, esengekeddwa okusinziira ku nkola y’okugabanya obujjanjabi bw’omubiri (ATC) n’obunene bw’eddagala eriweweeza ku buwuka eriweweeza ku buwuka obukozesebwa mu kuziyiza obuwuka obukozesebwa mu kuziyiza obuwuka obuleeta endwadde bulagibwa nga dose etegeerekese buli lunaku (DDD)."
The antimicrobials associated with ATC/DDD listed in the ATC/DDD 2023 index were included in the analysis.,Eddagala eritta obuwuka erikwatagana ne ATC/DDD eriwandiikiddwa mu ATC/DDD 2023 index lyateekebwa mu kwekenneenya.
Annual Pharmaceutical Services Performance Report The spike in 2021 was due to different data sources utilized for monitoring.,Lipoota y’omutindo gw’empeereza y’eddagala buli mwaka Ensambaggere mu 2021 yava ku nsonda za data ez’enjawulo ezikozesebwa okulondoola.
"Up until 2021, order data was considered instead of receipt data with the assumption that all that was ordered was 3.5.3.4.","Okutuuka mu 2021, data ya order yalowoozebwako mu kifo kya receipt data nga bateebereza nti byonna ebyalagirwa byali 3.5.3.4."
"Tele-mentoring for Antimicrobial Stewardship The Tele-mentoring program for AMS was launched in  to support the implementation of antimicrobial stewardship through functionalizing the AMS structures, and high-impact interventions for quality improvement.","Tele-mentoring for antimicrobial stewardship Enteekateeka y’okuteesa ku ssimu ya AMS yatongozebwa mu kuwagira okussa mu nkola obukuumi bw’obuwuka obulwanyisa obuwuka okuyita mu kukola ensengeka za AMS, n’okuyingira mu nsonga ezikozesa ennyo okutumbula omutindo."
"To date, 15 sessions (detailed in was conducted in 6 facilities.","N’okutuusa kati, emisomo 15 (detailed IN gyakolebwa mu bifo 6."
"A total of  participants composed of various cadres including Specialists, Medical Doctors, Pharmacists, Laboratory Technicians and Technologists, Counselors, As a result, 60% (n=33) of the participants have initiated new practices at their workplaces, and 85% (n=20) have observed improvement in patient management or patient outcomes as a result of implementation.","Omugatte gw‟abeetabye mu kugezesebwa kuno abakoleddwa mu bakugu omuli abakugu, abasawo, abakola ku by‟eddagala, abakugu mu laboratory ne tekinologiya, ababuulirizi, ekivaamu, 60% (n=33) ab‟abeetabye mu kutendekebwa batandise enkola empya ku mirimu gyabwe, era 85% (n=20) beetegereza okulongoosa mu nzirukanya y‟abalwadde oba ebiva mu balwadde nga kiva ku kussa mu nkola."
This is attributed to good leadership and governance as well as collaboration include the lack of internet connectivity to attend sessions and lack of resources to implement 3.5.4.,Kino kiva ku bukulembeze obulungi n’enfuga nga kwotadde n’okukolagana mulimu obutaba na nkolagana ya yintaneeti okwetaba mu ntuula n’obutaba na bikozesebwa mu kuteeka mu nkola 3.5.4.
Pharmacovigilance There has been a 21% increase in Adverse Drug Reaction (ADR) reports received in the FY 2023/24 reporting period compared to those received in FY 2022/23.,Pharmacovigilance Wabaddewo okweyongera kwa bitundu 21% mu lipoota z’eddagala eribulamu (ADR) ezaafunibwa mu kiseera ky’okukola lipoota mu mwaka gw’ebyensimbi 2023/24 bw’ogeraageranya n’ezo ezaafunibwa mu mwaka gw’ebyensimbi 2022/23.
"Whereas the percentage increase in reports is less than the 69% increase from the previous reporting year, ADR reporting continues a steady upward trend as pharmacovigilance efforts are extended to various health programs in the country.","So nga ebitundu by’okweyongera mu lipoota biba wansi wa 69% okweyongera okuva mu mwaka ogw’okukola lipoota oguwedde, ADR reporting egenda mu maaso n’okulinnya buli kiseera nga kaweefube w’okulondoola eddagala agaziyizibwa okutuuka ku nteekateeka ez’enjawulo ez’ebyobulamu mu ggwanga."
"The majority of the reports were submitted from the HIV & TB health programme, where targeted sensitization campaigns have been conducted to encourage health workers to report even what is considered normal or expected side effects","Lipoota ezisinga obungi zaweebwayo okuva mu nteekateeka y’ebyobulamu eya siriimu & TB, nga kampeyini ezigendereddwamu okumanyisa abantu zikoleddwa okukubiriza abakozi b’ebyobulamu okutegeeza n’ebyo ebitwalibwa ng’ebizibu ebya bulijjo oba ebisuubirwa ."
Annual Pharmaceutical Services Performance Report Adverse Effects Following Immunization (AEFI) reports have steadily declined since the completion of the COVID-19 vaccination mass campaigns.,Alipoota z’okugema ezikolebwa buli mwaka mu mpeereza y’eddagala oluvannyuma lw’okugema (AEFI) zikendedde buli lukya okuva lwe baamaliriza kampeyini z’okugema COVID-19 mu bungi.
Traditional and Complementary Medicines There was a slight increase in the number of traditional and complementary medicines (TCM) notified by NDA from 326 products in FY 2020/21 to 422 in FY 2023/24.,Eddagala ery’ekinnansi n’ery’okujjuliza Waaliwo okweyongera okutono mu muwendo gw’eddagala ery’ekinnansi n’ery’okujjuliza (TCM) eryategeezebwa NDA okuva mu bintu 326 mu mwaka gw’ebyensimbi 2020/21 okutuuka ku 422 mu mwaka gw’ebyensimbi 2023/24.
"The NDA Herbal Unit has undertaken several initiatives to strengthen the regulation of herbal medicines by enhancing local capacity building, engaging with relevant national bodies, and fostering collaboration in herbal regulation.","Ekitongole kya NDA Herbal Unit kikoze enteekateeka eziwerako okunyweza okulungamya eddagala ly’ebimera nga kitumbula okuzimba obusobozi bw’ekitundu, okwenyigira mu bitongole by’eggwanga ebikwatibwako, n’okukuza enkolagana mu kulungamya ebimera."
"These efforts have been complemented by regional training sessions, stakeholder sensitization, and enforcement activities.","Kaweefube ono abadde ayongerwako emisomo gy’okutendekebwa mu bitundu, okumanyisa abakwatibwako, n’emirimu gy’okukwasisa amateeka."
"Regional Trainings and Stakeholder Engagement The unit has conducted sensitization sessions for herbalists and bodies at various locations, including: JK Mugonza Herberlist  in Kyotera ;CBS PEWOSA Bulange ;Buwama Herbalists Association","Okutendekebwa mu bitundu n'okukwatagana n'abakwatibwako Ekitongole kino kikoze emisomo gy'okumanyisa abasawo n'ebitongole mu bifo eby'enjawulo, omuli: JK Mugonza Herberlist mu Kyotera ;CBS Pewosa Bulange ;Buwama Herbalists Association"
"Annual Pharmaceutical Services Performance Report In addition, operations have been conducted to curb illegal advertising of herbal products and the unauthorized sale of herbal medicines on public transport, with enforcement efforts carried out at 3.6.2. International Collaboration To align with international standards, the NDA Herbal Unit participated in the 15th Meeting of the International Regulatory Cooperation on Herbal Medicines (IRCH), held virtually from -19, 2024.","Alipoota y’emirimu gy’ekitongole buli mwaka ey’okukola ku by’eddagala Okugatta ku mulimu, emirimu gikoleddwa okukomya okulanga mu ngeri emenya amateeka ebintu by’ebimera n’okutunda eddagala ly’omuddo eritakkirizibwa ku ntambula y’olukale, nga kaweefube w’okukwasisa amateeka akolebwa ku 3.6.2. Enkolagana y’ensi yonna okusobola okukwatagana n’omutindo gw’ensi yonna, ekitongole kya NDA Herbal Unit kyetaba mu lukiiko olw’omulundi ogwa 15 olw’enkolagana y’ensi yonna ku by’okulungamya eddagala ku ddagala ly’ebimera (IRCH), eryategekebwa kumpi okuva ku -19, 2024."
