English,Luganda
"training of human resources for the pharmaceutical services to temporarily address the severe shortage of qualified pharmaceutical staff in both the public and pnfp health sectors, other healthcare cadres have been assigned specific roles to manage essential medicines and health supplies at various levels of care.","okutendeka abakozi olw’obuweereza bw’eddagala okukola ku bbula ly’amaanyi ery’abakozi abalina ebisaanyizo mu bitongole by’ebyobulamu eby’olukale n’eby’omu pnfp, obujjanjabi obulala buweereddwa emirimu egy’enjawulo okuddukanya eddagala ery’omugaso n’ebikozesebwa mu by’obulamu ku mitendera egy’enjawulo egy’okulabirira."
this parameter is established by dividing the number of health products and technologies that have failed post-market quality test by the total number of health products and technologies sampled multiplied by 100.,parameter eno eteekebwawo nga egabanya omuwendo gw’ebintu eby’obulamu ne tekinologiya ebiremeddwa okukeberebwa omutindo oluvannyuma lw’akatale n’omuwendo gwonna ogw’ebintu eby’obulamu ne tekinologiya akubiddwamu sampuli ezikubisibwamu 100.
"annual pharmaceutical services performance report there has been a general decline in the failure rate since fy 20/21, dropping from 16% to 12% in fy 23/24.","lipoota y’emirimu gy’eddagala buli mwaka wabaddewo okukendeera okwawamu mu muwendo gw’okulemererwa okuva mu mwaka gw’ebyensimbi 20/21, nga gukka okuva ku bitundu 16% okutuuka ku bitundu 12% mu mwaka gw’ebyensimbi 23/24."
"strategic document development and review a total of five strategic documents were developed, 15 were reviewed, and five were operationalized in the fy 2023/24, as outlined in guidelines for regulation 2.","okukola ebiwandiiko eby’obukodyo n’okuddamu okwetegereza ebiwandiiko eby’obukodyo omugatte bitaano byakolebwa, 15 byekenneenyezebwa, ate bitaano ne bikolebwa mu mwaka gw’ebyensimbi 2023/24, nga bwe kirambikiddwa mu ndagiriro z’etteeka 2."
prescribing quality is measured by four subindicators i.e.,omutindo gw’okuwandiika eddagala gupimibwa n’ebiziyiza bina i.e.
fy 2023/24 performance is highlighted in number of antibiotics prescribed per prescription by generic name adherence to standard treatment guidelines 3.5.2.,fy 2023/24 omulimu gulagibwa mu muwendo gw’eddagala eritta obuwuka eryalagirwa buli kiragiro okusinziira ku kugoberera erinnya erya bulijjo ku ndagiriro z’obujjanjabi eza bulijjo 3.5.2.
"from to , a total of health-care professionals were mentored.","from to , total of health-care professionals baali babuulirirwa."
"in addition, two technical committees at the national level focused on antimicrobial stewardship (ams) and antimicrobial use (amu) were revitalized.","okugatta ku ekyo, obukiiko bw’ebyekikugu bubiri ku mutendera gw’eggwanga bwassa essira ku buvunaanyizibwa bw’okulwanyisa obuwuka (ams) n’okukozesa eddagala eritta obuwuka (amu) bwaddamu okulongoosebwa."
h with support from partners conducted a national assessment of pps in all public focus was on all patients prescribed antibiotics in the past 24 hours relative to all patients admitted in the facility ward between 8 am and 12 pm on the day of the survey.,h nga tulina obuwagizi okuva mu bakolagana nabo baakola okwekenneenya kwa pps mu ggwanga lyonna mu bantu bonna abassa essira ku balwadde bonna abaalagirwa eddagala eritta obuwuka mu ssaawa 24 eziyise okusinziira ku balwadde bonna abaweebwa ekitanda mu waadi y’ekifo wakati w’essaawa munaana ez’oku makya ne 12 ez’olweggulo ku lunaku lw’okunoonyereza.
"a total of patients (male-, female-) were reviewed.","omugatte gw’abalwadde (omusajja-, omukazi-) beekenneenyezebwa."
"the average number of antibiotics prescribed per patient encounter was 1.85, adherence to standard treatment guidelines was 55% and the percentage of antibiotics prescribed by generic name was 59.6%.","omuwendo gw’eddagala eritta obuwuka eryalagirwa buli mulwadde gwali 1.85, okunywerera ku ndagiriro z’obujjanjabi eza bulijjo zaali 55% era ebitundu by’eddagala eritta obuwuka eryalagirwa erinnya erya bulijjo lyali 59.6%."
h with support from partners conducted a prescription and medicine use audit in all public a total of patients were reviewed.,h nga balina obuwagizi okuva mu bakolagana baakola eddagala eriwandiikiddwa n’okukozesa eddagala mu bantu bonna omuwendo gw’abalwadde bonna awamu gwakeberebwa.
"the average number of antibiotics prescribed per patient encounter was 1.5, adherence to standard treatment guidelines was 50.01% and the percentage of antibiotics prescribed by generic name was 61.29%.","omuwendo gw’eddagala eritta obuwuka eryalagirwa buli mulwadde gwali 1.5, okunywerera ku ndagiriro z’obujjanjabi eza bulijjo zaali 50.01% ate ebitundu by’eddagala eritta obuwuka eryalagirwa erinnya erya bulijjo lyali 61.29%."
"through the glassamc, the classified according to the anatomical therapeutic chemical (atc) classification system and the volume of consumed antimicrobials are expressed as defined daily dose (ddd).","okuyita mu glassamc, esengekeddwa okusinziira ku nkola y’okugabanya obujjanjabi bw’omubiri (atc) n’obunene bw’eddagala eriweweeza ku buwuka eriweweeza ku buwuka obukozesebwa mu kuziyiza obuwuka obukozesebwa mu kuziyiza obuwuka obuleeta endwadde bulagibwa nga dose etegeerekese buli lunaku (ddd)."
the antimicrobials associated with atc/ddd listed in the atc/ddd 2023 index were included in the analysis.,eddagala eritta obuwuka erikwatagana ne atc/ddd eriwandiikiddwa mu atc/ddd 2023 index lyateekebwa mu kwekenneenya.
annual pharmaceutical services performance report the spike in 2021 was due to different data sources utilized for monitoring.,lipoota y’omutindo gw’empeereza y’eddagala buli mwaka ensambaggere mu 2021 yava ku nsonda za data ez’enjawulo ezikozesebwa okulondoola.
"up until 2021, order data was considered instead of receipt data with the assumption that all that was ordered was 3.5.3.4.","okutuuka mu 2021, data ya order yalowoozebwako mu kifo kya receipt data nga bateebereza nti byonna ebyalagirwa byali 3.5.3.4."
"tele-mentoring for antimicrobial stewardship the tele-mentoring program for ams was launched in to support the implementation of antimicrobial stewardship through functionalizing the ams structures, and high-impact interventions for quality improvement.","tele-mentoring for antimicrobial stewardship enteekateeka y’okuteesa ku ssimu ya ams yatongozebwa mu kuwagira okussa mu nkola obukuumi bw’obuwuka obulwanyisa obuwuka okuyita mu kukola ensengeka za ams, n’okuyingira mu nsonga ezikozesa ennyo okutumbula omutindo."
"to date, 15 sessions (detailed in was conducted in 6 facilities.","n’okutuusa kati, emisomo 15 (detailed in gyakolebwa mu bifo 6."
"a total of participants composed of various cadres including specialists, medical doctors, pharmacists, laboratory technicians and technologists, counselors, as a result, 60% (n=33) of the participants have initiated new practices at their workplaces, and 85% (n=20) have observed improvement in patient management or patient outcomes as a result of implementation.","omugatte gw‟abeetabye mu kugezesebwa kuno abakoleddwa mu bakugu omuli abakugu, abasawo, abakola ku by‟eddagala, abakugu mu laboratory ne tekinologiya, ababuulirizi, ekivaamu, 60% (n=33) ab‟abeetabye mu kutendekebwa batandise enkola empya ku mirimu gyabwe, era 85% (n=20) beetegereza okulongoosa mu nzirukanya y‟abalwadde oba ebiva mu balwadde nga kiva ku kussa mu nkola."
this is attributed to good leadership and governance as well as collaboration include the lack of internet connectivity to attend sessions and lack of resources to implement 3.5.4.,kino kiva ku bukulembeze obulungi n’enfuga nga kwotadde n’okukolagana mulimu obutaba na nkolagana ya yintaneeti okwetaba mu ntuula n’obutaba na bikozesebwa mu kuteeka mu nkola 3.5.4.
pharmacovigilance there has been a 21% increase in adverse drug reaction (adr) reports received in the fy 2023/24 reporting period compared to those received in fy 2022/23.,pharmacovigilance wabaddewo okweyongera kwa bitundu 21% mu lipoota z’eddagala eribulamu (adr) ezaafunibwa mu kiseera ky’okukola lipoota mu mwaka gw’ebyensimbi 2023/24 bw’ogeraageranya n’ezo ezaafunibwa mu mwaka gw’ebyensimbi 2022/23.
"whereas the percentage increase in reports is less than the 69% increase from the previous reporting year, adr reporting continues a steady upward trend as pharmacovigilance efforts are extended to various health programs in the country.","so nga ebitundu by’okweyongera mu lipoota biba wansi wa 69% okweyongera okuva mu mwaka ogw’okukola lipoota oguwedde, adr reporting egenda mu maaso n’okulinnya buli kiseera nga kaweefube w’okulondoola eddagala agaziyizibwa okutuuka ku nteekateeka ez’enjawulo ez’ebyobulamu mu ggwanga."
"the majority of the reports were submitted from the hiv & tb health programme, where targeted sensitization campaigns have been conducted to encourage health workers to report even what is considered normal or expected side effects","lipoota ezisinga obungi zaweebwayo okuva mu nteekateeka y’ebyobulamu eya siriimu & tb, nga kampeyini ezigendereddwamu okumanyisa abantu zikoleddwa okukubiriza abakozi b’ebyobulamu okutegeeza n’ebyo ebitwalibwa ng’ebizibu ebya bulijjo oba ebisuubirwa ."
annual pharmaceutical services performance report adverse effects following immunization (aefi) reports have steadily declined since the completion of the covid-19 vaccination mass campaigns.,alipoota z’okugema ezikolebwa buli mwaka mu mpeereza y’eddagala oluvannyuma lw’okugema (aefi) zikendedde buli lukya okuva lwe baamaliriza kampeyini z’okugema covid-19 mu bungi.
traditional and complementary medicines there was a slight increase in the number of traditional and complementary medicines (tcm) notified by nda from 326 products in fy 2020/21 to 422 in fy 2023/24.,eddagala ery’ekinnansi n’ery’okujjuliza waaliwo okweyongera okutono mu muwendo gw’eddagala ery’ekinnansi n’ery’okujjuliza (tcm) eryategeezebwa nda okuva mu bintu 326 mu mwaka gw’ebyensimbi 2020/21 okutuuka ku 422 mu mwaka gw’ebyensimbi 2023/24.
"the nda herbal unit has undertaken several initiatives to strengthen the regulation of herbal medicines by enhancing local capacity building, engaging with relevant national bodies, and fostering collaboration in herbal regulation.","ekitongole kya nda herbal unit kikoze enteekateeka eziwerako okunyweza okulungamya eddagala ly’ebimera nga kitumbula okuzimba obusobozi bw’ekitundu, okwenyigira mu bitongole by’eggwanga ebikwatibwako, n’okukuza enkolagana mu kulungamya ebimera."
"these efforts have been complemented by regional training sessions, stakeholder sensitization, and enforcement activities.","kaweefube ono abadde ayongerwako emisomo gy’okutendekebwa mu bitundu, okumanyisa abakwatibwako, n’emirimu gy’okukwasisa amateeka."
"regional trainings and stakeholder engagement the unit has conducted sensitization sessions for herbalists and bodies at various locations, including: jk mugonza herberlist in kyotera ;cbs pewosa bulange ;buwama herbalists association","okutendekebwa mu bitundu n'okukwatagana n'abakwatibwako ekitongole kino kikoze emisomo gy'okumanyisa abasawo n'ebitongole mu bifo eby'enjawulo, omuli: jk mugonza herberlist mu kyotera ;cbs pewosa bulange ;buwama herbalists association"
"annual pharmaceutical services performance report in addition, operations have been conducted to curb illegal advertising of herbal products and the unauthorized sale of herbal medicines on public transport, with enforcement efforts carried out at 3.6.2. international collaboration to align with international standards, the nda herbal unit participated in the 15th meeting of the international regulatory cooperation on herbal medicines (irch), held virtually from -19, 2024.","alipoota y’emirimu gy’ekitongole buli mwaka ey’okukola ku by’eddagala okugatta ku mulimu, emirimu gikoleddwa okukomya okulanga mu ngeri emenya amateeka ebintu by’ebimera n’okutunda eddagala ly’omuddo eritakkirizibwa ku ntambula y’olukale, nga kaweefube w’okukwasisa amateeka akolebwa ku 3.6.2. enkolagana y’ensi yonna okusobola okukwatagana n’omutindo gw’ensi yonna, ekitongole kya nda herbal unit kyetaba mu lukiiko olw’omulundi ogwa 15 olw’enkolagana y’ensi yonna ku by’okulungamya eddagala ku ddagala ly’ebimera (irch), eryategekebwa kumpi okuva ku -19, 2024."
